Question Text,Generated Query,Ground Truth Query,BLEU Score,Exact Match
"Which universit's affiliation is with Kalpan, Inc. and has campus at Iowa ?",SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Iowa> },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/affiliations> <http://dbpedia.org/resource/Kaplan,_Inc.> . ?uri <http://dbpedia.org/ontology/campus> <http://dbpedia.org/resource/Iowa>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>}",0.162033649,0
Name the river whose source mountain is Baikal Mountains and mouth location is Arctic Ocean?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/River> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Baikal_Mountains> . ?uri <http://dbpedia.org/property/mouthLocation> <http://dbpedia.org/resource/Arctic_Ocean>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>},0.162033649,0
Is fox belong to the phylum of Chordate?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Chordates> ; <http://dbpedia.org/ontology/phylum> <http://dbpedia.org/resource/Chordate> },ASK WHERE { <http://dbpedia.org/resource/Fox> <http://dbpedia.org/ontology/phylum> <http://dbpedia.org/resource/Chordate> },6.21E-78,0
Was Don't Bring Me Down recorded in West Germany?,ASK WHERE { <http://dbpedia.org/resource/Don't_Bring_Me_Down_(Sia_song)> <http://dbpedia.org/ontology/recordedIn> ?uri },ASK WHERE { <http://dbpedia.org/resource/Don't_Bring_Me_Down> <http://dbpedia.org/property/recorded> <http://dbpedia.org/resource/West_Germany> },5.40E-78,0
Was Love Hurts in Short Cut Draw Blood?,ASK WHERE { <http://dbpedia.org/resource/Adam_Muir> <http://dbpedia.org/ontology/height> ?uri },ASK WHERE { <http://dbpedia.org/resource/Love_Hurts> <http://dbpedia.org/property/album> <http://dbpedia.org/resource/Short_Cut_Draw_Blood> },5.40E-78,0
Was Elton John a chairman of a Watford FC Season?,ASK WHERE { <http://dbpedia.org/resource/FC_Belize> <http://dbpedia.org/ontology/season> ?uri },ASK WHERE { <http://dbpedia.org/resource/1999�2000_Watford_F.C._season> <http://dbpedia.org/ontology/chairman> <http://dbpedia.org/resource/Elton_John> },5.40E-78,0
Was christina crawford trained by Booker T?,ASK WHERE { ?uri a <http://dbpedia.org/ontology/Train> ; <http://dbpedia.org/ontology/trainer> <http://dbpedia.org/resource/Booker_T_(wrestler)> },ASK WHERE { <http://dbpedia.org/resource/Christina_Crawford_(wrestler)> <http://dbpedia.org/property/trainer> <http://dbpedia.org/resource/Booker_T_(wrestler)> },4.64E-78,0
Did Umkhonto we Sizwe had Nelson Mandela as a commander?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Nelson_Mandela> ; <http://dbpedia.org/ontology/commander> <http://dbpedia.org/resource/Nelson_Mandela> },ASK WHERE { <http://dbpedia.org/resource/Umkhonto_we_Sizwe> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Nelson_Mandela> },4.64E-78,0
Did Bob Dylan write the lyrics of the times they are a changin'?,ASK WHERE { ?uri <http://dbpedia.org/ontology/writer> <http://dbpedia.org/resource/Jakob_Dylan> ; <http://dbpedia.org/ontology/composer> <http://dbpedia.org/resource/Bob_Dylan> },ASK WHERE { <http://dbpedia.org/resource/The_Times_They_Are_a-Changin'_(musical)> <http://dbpedia.org/property/lyrics> <http://dbpedia.org/resource/Bob_Dylan> },4.64E-78,0
Is Nikolai Morozov the former coach of Stanislav Morozov?,ASK WHERE { <http://dbpedia.org/resource/Nikolai_Morozov_(figure_skater)> <http://dbpedia.org/ontology/formerCoach> ?city . ?city <http://dbpedia.org/ontology/coach> <http://dbpedia.org/resource/Stanislav_Morozov> },ASK WHERE { <http://dbpedia.org/resource/Stanislav_Morozov> <http://dbpedia.org/ontology/formerCoach> <http://dbpedia.org/resource/Nikolai_Morozov_(figure_skater)> },4.21E-78,0
Is semnani one of the languages spoken in Iran?,ASK WHERE { ?uri ?county_var <http://dbpedia.org/resource/Iran> ; a <http://dbpedia.org/ontology/Language> },ASK WHERE { <http://dbpedia.org/resource/Iran> <http://dbpedia.org/property/languages> <http://dbpedia.org/resource/Semnani_languages> },4.19E-78,0
Did John Byrne create Emma Frost?,ASK WHERE { ?uri <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/John_Byrne_(comics)> ; <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Mark_Frost> },ASK WHERE { <http://dbpedia.org/resource/Emma_Frost> <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/John_Byrne_(comics)> },4.19E-78,0
Is north caucasian emirate have an islamic government?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Government> ; ?county_var <http://dbpedia.org/resource/North_Caucasian_Emirate> },ASK WHERE { <http://dbpedia.org/resource/North_Caucasian_Emirate> <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Islam> },4.19E-78,0
Is greasy pop recording the distributor of festival records?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Recording> ; a <http://dbpedia.org/ontology/Pope> },ASK WHERE { <http://dbpedia.org/resource/Greasy_Pop_Records> <http://dbpedia.org/ontology/distributingLabel> <http://dbpedia.org/resource/Festival_Records> },3.97E-78,0
Is Sloth in the Chordate phylum?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Recording> ; a <http://dbpedia.org/ontology/Pope> },ASK WHERE { <http://dbpedia.org/resource/Sloth> <http://dbpedia.org/property/phylum> <http://dbpedia.org/resource/Chordate> },3.97E-78,0
Is Albert P Clark buried in Colorado?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Recording> ; a <http://dbpedia.org/ontology/Pope> },ASK WHERE { <http://dbpedia.org/resource/Albert_P._Clark> <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Colorado> },3.97E-78,0
Is the Vadodara railway junction onwed by Indian Railway Ministry?,ASK WHERE { ?uri ?county_var <http://dbpedia.org/resource/India> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Vadodara> },ASK WHERE { <http://dbpedia.org/resource/Vadodara_Junction_railway_station> <http://dbpedia.org/ontology/owningOrganisation> <http://dbpedia.org/resource/Ministry_of_Railways_(India)> },3.97E-78,0
does the US navy have the structure of command of us department of defence?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Structure> ; a <http://dbpedia.org/ontology/Department> },ASK WHERE { <http://dbpedia.org/resource/United_States_Navy> <http://dbpedia.org/property/commandStructure> <http://dbpedia.org/resource/United_States_Department_of_Defense> },3.97E-78,0
Did the New Way party merge in the One Israel party?,ASK WHERE { ?uri ?county_var <http://dbpedia.org/resource/Israel> ; a <http://dbpedia.org/ontology/PoliticalParty> },ASK WHERE { <http://dbpedia.org/resource/New_Way_(Israel)> <http://dbpedia.org/ontology/mergedIntoParty> <http://dbpedia.org/resource/One_Israel> },3.97E-78,0
Is Ombla originate in Croatia?,ASK WHERE { ?uri ?county_var <http://dbpedia.org/resource/Socialist_Republic_of_Croatia> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Croatia> },ASK WHERE { <http://dbpedia.org/resource/Ombla> <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Croatia> },3.97E-78,0
Did Timm Gunn guest in Sunrise (HIMYM)?,ASK WHERE { ?uri ?county_var <http://dbpedia.org/resource/Socialist_Republic_of_Croatia> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Croatia> },ASK WHERE { <http://dbpedia.org/resource/Sunrise_(How_I_Met_Your_Mother)> <http://dbpedia.org/property/guests> <http://dbpedia.org/resource/Tim_Gunn> },3.97E-78,0
Was John Boehner the winner of the US House of Representatives elections in Ohio in 2010?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Ohio> ; a <http://dbpedia.org/ontology/Election> },"ASK WHERE { <http://dbpedia.org/resource/United_States_House_of_Representatives_elections_in_Ohio,_2010> <http://dbpedia.org/property/incumbent> <http://dbpedia.org/resource/John_Boehner> }",3.97E-78,0
Is Cologny a neighbouring city of Geneva?,"ASK WHERE { ?uri <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Geneva,_New_York> ; a <http://dbpedia.org/ontology/City> }",ASK WHERE { <http://dbpedia.org/resource/Geneva> <http://dbpedia.org/property/neighboringMunicipalities> <http://dbpedia.org/resource/Cologny> },3.97E-78,0
Is Henry Knox a commander of Continental Artillery Regiment?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Artillery> ; <http://dbpedia.org/ontology/commander> <http://dbpedia.org/resource/Nikolay_Voronov> },ASK WHERE { <http://dbpedia.org/resource/Continental_Artillery_Regiment> <http://dbpedia.org/ontology/notableCommander> <http://dbpedia.org/resource/Henry_Knox> },3.97E-78,0
Is the book The Buddha and his Dhamma a book about Buddhism?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Buddhism> ; a <http://dbpedia.org/ontology/Book> },ASK WHERE { <http://dbpedia.org/resource/The_Buddha_and_His_Dhamma> <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Buddhism> },3.97E-78,0
Is jim harbaugh currently in the Michigan Wolverines?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Michigan_Wolverines> ; a <http://dbpedia.org/ontology/Currency> },ASK WHERE { <http://dbpedia.org/resource/Jim_Harbaugh> <http://dbpedia.org/property/currentteam> <http://dbpedia.org/resource/Michigan_Wolverines> },3.97E-78,0
Was Queen Latifah in the U.N.I.T.Y. group?,ASK WHERE { ?uri a <http://dbpedia.org/ontology/Group> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Queen_Latifah> },ASK WHERE { <http://dbpedia.org/resource/U.N.I.T.Y.> <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Queen_Latifah> },3.97E-78,0
Did Annie Leibovitz do the cover of The Road Ahead?,ASK WHERE { ?uri a <http://dbpedia.org/ontology/Group> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Queen_Latifah> },ASK WHERE { <http://dbpedia.org/resource/The_Road_Ahead_(Bill_Gates_book)> <http://dbpedia.org/ontology/coverArtist> <http://dbpedia.org/resource/Annie_Leibovitz> },3.97E-78,0
Is Pittsburgh Steelers the former team of Marv McFadden?,ASK WHERE { ?uri a <http://dbpedia.org/ontology/Group> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Queen_Latifah> },ASK WHERE { <http://dbpedia.org/resource/Marv_McFadden> <http://dbpedia.org/property/pastteams> <http://dbpedia.org/resource/Pittsburgh_Steelers> },3.97E-78,0
Is George Lucas the cinematographer of 6-18-67?,ASK WHERE { ?uri <http://dbpedia.org/ontology/cinematography> <http://dbpedia.org/resource/Nelson_George> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:George_Lucas> },ASK WHERE { <http://dbpedia.org/resource/6-18-67> <http://dbpedia.org/property/cinematography> <http://dbpedia.org/resource/George_Lucas> },3.97E-78,0
Was andy warhol a part of Pop Art movement?,"ASK WHERE { <http://dbpedia.org/resource/Art,_Indiana> <http://dbpedia.org/ontology/isPartOf> ?city . ?city <http://dbpedia.org/ontology/movement> <http://dbpedia.org/resource/Pop_Art> }",ASK WHERE { <http://dbpedia.org/resource/Andy_Warhol> <http://dbpedia.org/property/movement> <http://dbpedia.org/resource/Pop_art> },3.66E-78,0
Was Heinrich Himmler ever a commanders of Army Group Oberrhein?,ASK WHERE { <http://dbpedia.org/resource/Irish_Army> <http://dbpedia.org/ontology/commander> ?city . ?city <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Heinrich_Himmler> },ASK WHERE { <http://dbpedia.org/resource/Army_Group_Oberrhein_(Germany)> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Heinrich_Himmler> },3.66E-78,0
Was James maker in the band Noko?,ASK WHERE { <http://dbpedia.org/resource/Steve_James_(snooker_player)> <http://dbpedia.org/ontology/gross> ?city . ?city a <http://dbpedia.org/ontology/Band> },ASK WHERE { <http://dbpedia.org/resource/Noko> <http://dbpedia.org/ontology/associatedBand> <http://dbpedia.org/resource/James_Maker> },3.66E-78,0
How many politicians are there from the city of Ganges?,SELECT (COUNT(?uri) AS ?count) WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/ontology/city> ?uri },SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/property/city> ?x . ?x <http://dbpedia.org/ontology/leaderName> ?uri  . },2.94E-78,0
Who was member of boards at Royal Society and Trinity House?,ASK WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Recording> ; a <http://dbpedia.org/ontology/Pope> },SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/board> <http://dbpedia.org/resource/Royal_Society> . ?uri <http://dbpedia.org/ontology/board> <http://dbpedia.org/resource/Trinity_House> . },2.66E-78,0
How many ideologies do the political party of Boonchu Rojanastien hold?,SELECT (COUNT(?uri) AS ?count) WHERE { <http://dbpedia.org/resource/Boonchu_Rojanastien> <http://dbpedia.org/ontology/party> ?uri },SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Boonchu_Rojanastien> <http://dbpedia.org/property/party> ?x . ?x <http://dbpedia.org/ontology/ideology> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PoliticalParty>},2.30E-78,0
Which series was written by Eric Jendresen and John Orloff?,ASK WHERE { ?uri a <http://dbpedia.org/ontology/Group> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Queen_Latifah> },SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/writer> <http://dbpedia.org/resource/Erik_Jendresen> . ?uri <http://dbpedia.org/property/writer> <http://dbpedia.org/resource/John_Orloff> . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},2.03E-78,0
To which american football teams does the Heinz Field serve as home stadium?,SELECT (COUNT(?uri) AS ?count) WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/ontology/city> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heinz_Field> <http://dbpedia.org/property/tenants> ?uri },8.61E-155,0
How many important works have been done by Russel Davies?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Xynisteri> <http://dbpedia.org/ontology/origin> ?uri },SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Russell_T_Davies> <http://dbpedia.org/ontology/notableWork> ?uri  . },8.53E-155,0
Count the number of region of AN/FSQ-7 Combat Direction Central?,"SELECT (COUNT(?uri) AS ?count) WHERE { ?uri <http://dbpedia.org/ontology/region> <http://dbpedia.org/resource/Central_Region,_Uganda> }",SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/AN/FSQ-7_Combat_Direction_Central> <http://dbpedia.org/ontology/region> ?uri  . },7.58E-155,0
Give me the total number of employer of the engineers whose one of the employer is McDonnell Aircraft ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Companies> },SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/employer> <http://dbpedia.org/resource/McDonnell_Aircraft> . ?x <http://dbpedia.org/ontology/employer> ?uri },7.54E-155,0
Muhammad Yunus has won how many awards?,SELECT (COUNT(?uri) AS ?count) WHERE { ?uri a <http://dbpedia.org/ontology/Award> },SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Muhammad_Yunus> <http://dbpedia.org/ontology/award> ?uri  . },7.24E-155,0
How many members are there in the European Go Federation?,SELECT (COUNT(?uri) AS ?count) WHERE { ?uri ?county_var <http://dbpedia.org/resource/European_Union> },SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/European_Go_Federation> <http://dbpedia.org/property/membership> ?uri  . },7.24E-155,0
To whom was Tessa Dahl born to?,SELECT (COUNT(?uri) AS ?count) WHERE { ?uri a <http://dbpedia.org/ontology/Year> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tessa_Dahl> <http://dbpedia.org/ontology/parent> ?uri },7.24E-155,0
To which country does Peter Blay owe his allegiance?,SELECT (COUNT(?uri) AS ?count) WHERE { ?uri <http://dbpedia.org/ontology/division> <http://dbpedia.org/resource/Firmicutes> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Peter_Blay> <http://dbpedia.org/property/allegiance> ?uri },7.24E-155,0
"Name the local authority of Trinity School, Brentwood ?",SELECT (COUNT(?uri) AS ?count) WHERE { ?uri a <http://dbpedia.org/ontology/Company> },"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Trinity_School,_Brentwood> <http://dbpedia.org/ontology/localAuthority> ?uri }",7.24E-155,0
Name the president of Wyche Fowler ?,SELECT (COUNT(?uri) AS ?count) WHERE { ?uri a <http://dbpedia.org/ontology/Company> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wyche_Fowler> <http://dbpedia.org/ontology/president> ?uri },7.24E-155,0
To which educational institute does Cornell University Press belong to?,SELECT (COUNT(?uri) AS ?count) WHERE { ?uri a <http://dbpedia.org/ontology/Company> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cornell_University_Press> <http://dbpedia.org/ontology/parentCompany> ?uri },7.24E-155,0
Count the number of things people who know linguistics are known for ?,SELECT (COUNT(?uri) AS ?count) WHERE { ?uri <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Linguistics> },SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Linguistics> . ?x <http://dbpedia.org/ontology/knownFor> ?uri },6.94E-155,0
